en,es,en_text_length,en_num_words,en_max_word_length,en_avg_word_length,en_perc_special_chars,es_text_length,es_num_words,es_max_word_length,es_avg_word_length,es_perc_special_chars
- I' il be right back.,- Ya vuelvo.,22.0,6.0,5.0,2.8333333333333335,0.13636363636363635,12.0,3.0,7.0,3.3333333333333335,0.16666666666666666
"Today, we have 38,000+ non-Catholic Christian sects. Aren't they 38,000+'pieces'.","Actualmente, tenemos más de 38,0000 sectas cristianas no-católicas.¿No son estas 38,000+ ""piezas""?.",81.0,10.0,16.0,7.2,0.13580246913580246,99.0,12.0,16.0,7.333333333333333,0.10101010101010101
(b) Social services that enable older persons and persons with disabilities to remain in their normal living environment for as long as possible and to receive adequate health and social care when they are dependent.,b) Servicios sociales que permitan a las personas mayores y a las personas con discapacidad permanecer en su entorno de vida habitual el mayor tiempo posiblej y recibir una asistencia sanitaria y social adecuada cuando son dependientes.,216.0,35.0,12.0,5.2,0.013888888888888888,236.0,37.0,13.0,5.405405405405405,0.00847457627118644
Despite the risk of committing adultery. David knew she would offer herself to him.,"A pesar del riesgo del adulterio, se sabe que se le va a ofrecer.",83.0,14.0,10.0,5.0,0.024096385542168676,65.0,14.0,10.0,3.7142857142857144,0.03076923076923077
A dozen things could account for the correlation.,Una docena de cosas podrían explicar la correlación.,49.0,8.0,12.0,5.25,0.02040816326530612,52.0,8.0,12.0,5.625,0.019230769230769232
My LASH LIFTING by WIMPERNWELLE Eyelash Perm only lasted for one week!,¿Por qué mi permanente WIMPERNWELLE ha durado sólo una semana?,70.0,12.0,12.0,4.916666666666667,0.014285714285714285,62.0,10.0,12.0,5.3,0.016129032258064516
"The Committee believes that the Organization should remain the guardian of international legitimacy and play a key role in mobilizing international assistance for development, given the importance of such assistance to the peace process.","El Comité estima que la Organización debe seguir siendo custodia de la legitimidad internacional y desempeñar un papel clave en la movilización de la asistencia internacional para el desarrollo, dada la importancia de esa asistencia para el proceso de paz.",237.0,34.0,13.0,6.0,0.008438818565400843,256.0,40.0,13.0,5.425,0.0078125
"As has been the case since 2005, riders involved in a fall in the last three kilometres of a stage are given the same finishing time as the group which they belonged to.","Como es habitual desde 2005, en caso de caÃ da en los Ãºltimos tres kilÃ³metros, los corredores implicados recibirÃ¡n el tiempo del grupo al que pertenecen.",169.0,33.0,10.0,4.151515151515151,0.011834319526627219,156.0,26.0,12.0,5.038461538461538,0.019230769230769232
"A programme spelling out each goal and including interviews with the President, senior government officials and the Resident Coordinator was broadcast on national television.","La televisión nacional transmitió un programa en el que se enunciaban detalladamente los objetivos y se difundían entrevistas con el Presidente, funcionarios superiores del Gobierno, y el coordinador residente.",174.0,24.0,11.0,6.291666666666667,0.011494252873563218,210.0,29.0,14.0,6.275862068965517,0.014285714285714285
Hot spring resort (1),Complejo termal (1),21.0,4.0,6.0,4.5,0.09523809523809523,19.0,3.0,8.0,5.666666666666667,0.10526315789473684
"(2) Commission Decision 98/377/EC of 18 May 1998 adapting Annex I to Council Regulation (EEC) No 571/88 in view of the organisation of the Community surveys on the structure of agricultural holdings(2) is to be incorporated into the Agreement,","(2) Es preciso incorporar al Acuerdo la Decisión 98/377/CE de la Comisión, de 18 de mayo de 1998, por la que se adapta el anexo I del Reglamento (CEE) n° 571/88 del Consejo relativo a la organización de las encuestas comunitarias sobre la estructura de las explotaciones agrícolas(2).",243.0,39.0,12.0,5.256410256410256,0.0411522633744856,284.0,48.0,13.0,4.9375,0.04225352112676056
How's your baby?,¿Cómo está tu hijo?,16.0,3.0,5.0,4.666666666666667,0.125,19.0,4.0,5.0,4.0,0.05263157894736842
- of the quantities of white sugar produced and the overall amount of the special processing aid paid;,- las cantidades de azúcar blanco producido y el importe global de la ayuda específica para la transformación abonado.,102.0,18.0,10.0,4.722222222222222,0.0196078431372549,118.0,19.0,14.0,5.2631578947368425,0.01694915254237288
"'According to the classical theory of the four humours, 'men were thought to be hot and dry, which was good.","""De acuerdo con la teoría clásica de los cuatro humores, los hombres se pensaba que eran calurosos y secos, lo cual era bueno.",108.0,20.0,10.0,4.45,0.046296296296296294,126.0,23.0,9.0,4.521739130434782,0.031746031746031744
"Oh, Mary, what an awful picture-- a bitter old drunk describing some tawdry affair while spoon-feeding you strained bananas as you sit in your little highchair.","Oh, Mary, qué imagen espantosa... Una borracha amargada que describe un tórrido romance... mientras te da de comer bananas en tu sillita de bebé. Bueno, tenía 9 años.",160.0,26.0,13.0,5.1923076923076925,0.0375,166.0,28.0,12.0,4.964285714285714,0.06626506024096386
I strongly suggest you think it over.,Les sugieron que lo mediten.,37.0,7.0,8.0,4.428571428571429,0.02702702702702703,28.0,5.0,8.0,4.8,0.03571428571428571
"You're gonna hold on to that seat, on three.","Vas a conservar al asiento, en tres.",44.0,9.0,6.0,4.0,0.06818181818181818,36.0,7.0,9.0,4.285714285714286,0.05555555555555555
So that's the boy that beat Nathan?,Ese es el chico que le gano a Nathan?,35.0,7.0,7.0,4.142857142857143,0.05714285714285714,37.0,9.0,7.0,3.2222222222222223,0.02702702702702703
High school sucked.,"La secundaria apestó. Dustin Cooper Estudiante de Honor, Secundaria Silverton.",19.0,3.0,7.0,5.666666666666667,0.05263157894736842,78.0,10.0,10.0,6.9,0.038461538461538464
The situation of our hotel makes it a good initial point to discover Berlin. Our physical address is Yorckstr. 83.,La situación de nuestro hotel le hace un buen punto inicial para descubrir Berlin. Nuestra dirección física es Yorckstr. 83.,114.0,20.0,9.0,4.75,0.02631578947368421,124.0,20.0,9.0,5.25,0.024193548387096774
- Who's laughing now?,- ¿Ahora quién se ríe?,21.0,4.0,8.0,4.5,0.14285714285714285,22.0,5.0,6.0,3.6,0.09090909090909091
- You better get a beau of your own.,- Más vale que tú te agencies otro.,36.0,9.0,6.0,3.111111111111111,0.05555555555555555,35.0,8.0,8.0,3.5,0.05714285714285714
"According to the World Bank, women represent up to 70 per cent of the rural poor and play a major role in the survival strategies and the economy of poor rural households.","Según el Banco Mundial, las mujeres representan hasta el 70% de los pobres de las zonas rurales y desempeñan un importante papel en las estrategias de supervivencia y la economía de las familias pobres de las zonas rurales.",171.0,32.0,11.0,4.375,0.011695906432748537,223.0,38.0,13.0,4.894736842105263,0.013452914798206279
"On an ego level there was a large dose of disbelief on my part that I could be having a connection with a Master. Fortunately for me, this particular Master persevered through my doubts and came to me time and again until I finally learned who he was.","En un nivel de ego había una gran dosis de falta de creencia de mi parte de poder tener una conexión con mi Maestro. Afortunadamente para mí, este Maestro en particular se mantuvo a pesar de mis dudas y vino hacia mí una y otra vez hasta que finalmente aprendí quién era.",251.0,48.0,11.0,4.25,0.01195219123505976,271.0,52.0,15.0,4.230769230769231,0.01107011070110701
Weather in United Arab Emirates. 15 days weather forecast for cities in United Arab Emirates.,El Tiempo en Emiratos Árabes Unidos.15 días pronóstico del tiempo para las ciudades en Emiratos Árabes Unidos.,93.0,15.0,9.0,5.266666666666667,0.021505376344086023,110.0,17.0,10.0,5.529411764705882,0.01818181818181818
"Oh, I'm... sure that's nothing.","Oh, yo... estoy seguro de que no es nada.",31.0,5.0,8.0,5.4,0.22580645161290322,41.0,9.0,6.0,3.6666666666666665,0.12195121951219512
"I mean, are we gonna have a nation-building corps from America?","Es decir, vas a tener unas tropas norteamericanas construye-naciones?",63.0,11.0,15.0,4.818181818181818,0.047619047619047616,69.0,9.0,19.0,6.777777777777778,0.043478260869565216
"Reid, come here, man.","Reid, ven aquí, hombre.",21.0,4.0,5.0,4.5,0.14285714285714285,23.0,4.0,7.0,5.0,0.13043478260869565
"You know, he is no longer a character actor.",El no lo interpretó por mucho tiempo.,44.0,9.0,9.0,4.0,0.045454545454545456,37.0,7.0,10.0,4.428571428571429,0.02702702702702703
Perhaps we can use him in Las Vegas.,Puede sernos útil en Las Vegas.,36.0,8.0,7.0,3.625,0.027777777777777776,31.0,6.0,6.0,4.333333333333333,0.03225806451612903
It's just... I'm not that way inclined.,Es que... mi inclinación no va por ahí.,39.0,7.0,9.0,4.714285714285714,0.15384615384615385,39.0,8.0,11.0,4.0,0.10256410256410256
"If you're married, it's a matter of public record.","Si está casada, está en el registro civil.",50.0,9.0,8.0,4.666666666666667,0.08,42.0,8.0,8.0,4.375,0.047619047619047616
"Blue tag, in the new building, right behind us.","Los de etiqueta azul, al nuevo edificio.",47.0,9.0,9.0,4.333333333333333,0.06382978723404255,40.0,7.0,9.0,4.857142857142857,0.05
Mom takes and your bass.,Trae a mamá y a tu contrabajo.,24.0,5.0,5.0,4.0,0.041666666666666664,30.0,7.0,11.0,3.4285714285714284,0.03333333333333333
Tonight we have been invited to join a group of merchants.,Esta noche hemos sido invitados a unirnos a un grupo de mercaderes.,58.0,11.0,10.0,4.363636363636363,0.017241379310344827,67.0,12.0,11.0,4.666666666666667,0.014925373134328358
"- I released my own single, if that's a waste.","- Saqué mi propio single, si eso es malo.",46.0,10.0,8.0,3.7,0.08695652173913043,41.0,9.0,7.0,3.6666666666666665,0.07317073170731707
"I said you were making a mistake, didn't I? !",¡He dicho que os equivocáis!,45.0,10.0,8.0,3.6,0.08888888888888889,28.0,5.0,11.0,4.8,0.03571428571428571
"Minute by minute, the speed of time passage will now increase.",La rapidez del paso del tiempo aumenta a cada minuto.,62.0,11.0,9.0,4.7272727272727275,0.03225806451612903,53.0,10.0,7.0,4.4,0.018867924528301886
I appreciate the time that... Oh.,Agradezco el tiempo que...,33.0,6.0,10.0,4.666666666666667,0.12121212121212122,26.0,4.0,9.0,5.75,0.11538461538461539
These were held in Paso Flores near the city of San Carlos de Bariloche by the Chilean border.,Este lugar está ubicado próximo a la ciudad de San Carlos de Bariloche cerca de la frontera con Chile.,94.0,18.0,9.0,4.277777777777778,0.010638297872340425,102.0,19.0,9.0,4.421052631578948,0.00980392156862745
The sun's up.,Ya ha amanecido.,13.0,3.0,5.0,3.6666666666666665,0.15384615384615385,16.0,3.0,10.0,4.666666666666667,0.0625
Cheeses eligible for aid,Quesos que dan derecho a la ayuda,24.0,4.0,8.0,5.25,0.0,33.0,7.0,7.0,3.857142857142857,0.0
"This proposal for a directive, which had already been rejected by the European Parliament, forms part of the strategy put forward in the White Paper ‘ European Transport Policy for 2010: time to decide’, whose stated intention is to seek to redistribute the tax burden between ‘ users’ and ‘ taxpayers’ and to pass on the ‘ real’ costs of transport to ‘ users’.","La Comisión propuso « instaurar una tarificación progresiva del uso de las infraestructuras de transporte y reforzar la coherencia del sistema fiscal » y crear, en el plazo de diez años, un sistema tributario europeo que incluya los impuestos de matriculación y circulación, un sistema « inteligente » para cobrar por el uso de las infraestructuras y armonizar la tributación sobre el combustible.",361.0,64.0,12.0,4.65625,0.013850415512465374,397.0,63.0,16.0,5.317460317460317,0.010075566750629723
And you must believe this.,Y ustedes deben creer esto.,26.0,5.0,7.0,4.4,0.038461538461538464,27.0,5.0,7.0,4.6,0.037037037037037035
Ceat tires!,Neumáticos Ceat!,11.0,2.0,6.0,5.0,0.09090909090909091,16.0,2.0,10.0,7.5,0.0625
"Revered Teacher, take me under your wings","""Reverenciado Maestro, acéptame bajo tus alas.",41.0,7.0,8.0,5.0,0.024390243902439025,46.0,6.0,13.0,6.833333333333333,0.06521739130434782
(a) Takes note of the report of the Commission on Crime Prevention and Criminal Justice on its fourteenth session;,a) Toma nota del informe de la Comisión de Prevención del Delito y Justicia Penal sobre su 14º período de sesiones;,114.0,19.0,10.0,5.052631578947368,0.02631578947368421,115.0,21.0,10.0,4.523809523809524,0.017391304347826087
Where devils were they?,"¿Dónde carajo habéis estado, viejo?",23.0,4.0,6.0,5.0,0.043478260869565216,35.0,5.0,7.0,6.2,0.05714285714285714
17 October - 3 November 2005,17 de octubre a 3 de noviembre de 2005,28.0,6.0,8.0,3.8333333333333335,0.03571428571428571,38.0,9.0,9.0,3.3333333333333335,0.0
"However, if the notifier has received notice in accordance with Article 16 (3) that the dossier has been accepted, the substance may be placed on the market no sooner than 15 days after receipt of the dossier by the competent authority.","No obstante, si el notificante, de acuerdo con el apartado 3 del articulo 16, hubiere recibido noticia de que el expediente se ha aceptado, las sustancia sólo podrá comercializarse una vez transcurridos quince días tras la recepción del expediente por parte de la autoridad competente.",236.0,41.0,10.0,4.780487804878049,0.0211864406779661,285.0,45.0,15.0,5.355555555555555,0.017543859649122806
You can not identify the locations with the mouse virus.,No se puede identificar la ubicación con el virus del ratón.,56.0,10.0,9.0,4.7,0.017857142857142856,60.0,11.0,11.0,4.545454545454546,0.016666666666666666
"Periodic reviews will be conducted and successful examples documented to share best practices, strengthen partnerships and accelerate progress.","A fin de observar y evaluar el segundo grupo de cuestiones, del que forma parte la cooperación prestada en el marco del programa del UNICEF, el programa se examinará anualmente en colaboración con los gobiernos y otros asociados.",143.0,18.0,12.0,7.0,0.013986013986013986,229.0,38.0,12.0,5.052631578947368,0.013100436681222707
They will not come... your conversation is not witty and you have no ideals.,"Ellos no vendrán, tu conversación no es ingeniosa y no tienes ideales.",76.0,14.0,12.0,4.5,0.05263157894736842,70.0,12.0,12.0,4.916666666666667,0.02857142857142857
"If it evaluates to TRUE, the loop continues and the nested statement(s) are executed.","Si se evalúa como TRUE, el bucle continúa y las sentencias anidadas se ejecutan.",85.0,14.0,12.0,5.142857142857143,0.047058823529411764,80.0,14.0,10.0,4.785714285714286,0.025
"It was a mistake, that's all.","Fue un error, eso es todo.",29.0,6.0,8.0,4.0,0.10344827586206896,26.0,6.0,6.0,3.5,0.07692307692307693
"He alludes to something that is always in view but which many people pass over: “It is not about convincing different people of the impossible; anyone who is below knows that as his or her misery progresses, so progresses the wealth up above.",Alude a lo que está siempre a la vista pero muchos pasan por alto: “No se trata de convencer a unos y a otros de lo imposible y cualquier gente que esté abajo sabe que conforme va avanzando su miseria va avanzado la riqueza del de arriba.,242.0,43.0,11.0,4.651162790697675,0.01652892561983471,238.0,47.0,9.0,4.085106382978723,0.008403361344537815
