en,de,domain
"The observed incidence of antibody positivity in an assay may be influenced by several factors including sample handling, concomitant medications and underlying disease, therefore, comparison of the incidence of antibodies to other products may be misleading.",Daher kann ein Vergleich der Inzidenz der Antikörperbildung mit der anderer Präparate irreführend sein.,medical
"If intake of food and/ or drink becomes impossible or repeated vomiting occurs, patients should be advised to return to the clinic for evaluation and to receive intravenous fluids if needed.","Wenn die Aufnahme von Nahrung und Getränken unmöglich wird, oder wiederholtes Erbrechen erfolgt, müssen die Patienten angewiesen werden, in die Klinik zur Beurteilung zurückzukehren, und falls nötig, intravenöse Flüssigkeit erhalten.",medical
"Miralcampo, Nº 7, Polígono Industrial Miralcampo, 19200 Azuqueca de Henares (Guadalajara), Spain","Miralcampo, Nº 7, Polígono Industrial Miralcampo, 19200 Azuqueca de Henares (Guadalajara), Spanien",medical
"Insulin levels return to baseline within 3 to 4 hours, reducing post-meal hyperinsulinaemia.",Der Insulinspiegel kehrt innerhalb von 3– 4 Stunden zum Ausgangswert zurück und verringert dabei nach der Mahlzeit die Hyperinsulinämie.,medical
2.5 mg twice daily (5 drops twice daily).,"2,5 mg zweimal täglich (5 Tropfen zweimal täglich).",medical
The duration of action of nifedipine can be shortened.,Die Wirkungsdauer von Nifedipin kann sich verkürzen.,medical
Neoclarityn 5 mg tablet desloratadine,Neoclarityn 5 mg Tabletten Desloratadin,medical
Gastrointestinal Disorders,261 Systemorgan-,medical
ed Ear and labyrinth Common:,Labyrinths Häufig:,medical
s Cost-effectiveness s Annuality,Wirtschaftlichkeit Jährlichkeit,medical
- All tables will be based on generic and not product-specific data.,In allen Tabellen sind die generischen und nicht die produktspezifischen Daten anzuführen.,medical
"After repeated daily administration for seven days, about 90% inhibition of gastric acid secretion is achieved.",Nach wiederholter täglicher Einnahme über 7 Tage wird eine Hemmung der Magensäuresekretion um etwa 90% erzielt.,medical
28 Use in patients undergoing haemodialysis,Anwendung bei Hämodialyse-Patienten,medical
"Within the same 42-day postvaccination reporting period in the SPS, the number (n=59) of reported varicella-like rashes was also small.",Auch die Anzahl von varizellenartigem Ausschlag innerhalb von 42 Tagen nach Impfung war bei den Probanden der SP-Studie gering (n = 59).,medical
EU/ 1/ 01/ 184/ 072 1 pack EU/ 1/ 01/ 184/ 073 4 pack ct,EU/1/01/184/054 (1-er Packung) EU/1/01/184/066 (4-er Packung),medical
Do not use [Neurontin and associated names] after the expiry date which is stated on the carton after [to be completed nationally].,Sie dürfen [Neurontin und zugehörige Namen] nach dem auf dem Umkarton und dem Behälter nach [ist national auszufüllen] angegebenen Verfallsdatum nicht mehr verwenden.,medical
"Apidra 100 Units/ ml solution for injection in a vial is a clear, colourless solution with no particles visible.","Apidra 100 Einheiten/ml Injektionslösung in einer Durchstechflasche ist eine klare, farblose Lösung, die keine Partikel enthält.",medical
Motion in the non-union site may disrupt the fracture healing process.,Bei Bewegung an der Stelle der Pseudarthrosenbildung kann der Frakturheilungsprozess gestört werden.,medical
The normal starting dose is one Pramipexole Teva 0.088 mg tablet three times a day (a daily dose of 0.264 mg of pramipexole).,"Die übliche Anfangsdosis beträgt 3x täglich eine Pramipexol Teva 0,088 mg Tablette (eine Tagesdosis von 0,264 mg Pramipexol).",medical
"Reduced feed intake and listlessness may occur in approximately 10% of the animals on the day of vaccination, but returns to normal within 1-3 days.",Innerhalb von 1 bis 3 Tagen klingen diese Symptome wieder ab.,medical
An updated and improved version of the CD-ROM was issued to all subscribers during the first half of the year.,Im ersten Halbjahr wurde an alle Abonnenten eine aktualisierte und verbesserte Version der CD-ROM herausgegeben.,medical
"Only one recorded death has been published: after an overdose of 469 mg/ kg, a 16-month old child developed an apnoeic episode with seizures and a fatal aspiration pneumonia.","Vorausgegangen war ein Atemstillstand mit Krampfanfällen, der in eine tödlich verlaufende Aspirationspneumonie mündete.",medical
- Very fast heart rate (tachycardia).,- Sehr schneller Herzschlag (Tachykardie).,medical
Docetaxel Winthrop in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with operable node- positive breast cancer.,"Docetaxel Winthrop ist in Kombination mit Doxorubicin und Cyclophosphamid für die adjuvante Therapie von Patientinnen mit operablem, nodal positivem Brustkrebs angezeigt.",medical
Anti-Polio type 3 (1/ 8 dilution) † N = number of subjects,Anti-Polio-Typ 3 (1/8 Verdünnung) † N = Anzahl der Kinder,medical
Rasilez HCT 150 mg/ 25 mg film-coated tablets Aliskiren/ hydrochlorothiazide,Rasilez HCT 150 mg/25 mg Filmtabletten Aliskiren/Hydrochlorothiazid,medical
Excretion Brinzolamide is eliminated primarily by renal excretion (approximately 60%).,60%) eliminiert.,medical
Feldene Lipo,Feldene Lipo,medical
"Off-white, capsule-shaped film-coated tablets imprinted with “ Cholestagel” on one side.","Grauweiße kapselförmige Filmtabletten, auf einer Seite bedruckt mit „ Cholestagel“.",medical
"Signs of an allergic reaction may include itchy skin rash, shortness of breath and swelling of the face or tongue. • if you have/ your child has previously had an allergic reaction to any vaccine against hepatitis A or hepatitis B diseases. • if you have/ your child has a severe infection with a high temperature.","Eine allergische Reaktion kann sich durch juckende Hautausschläge, Atemnot oder Anschwellen des Gesichts oder der Zunge äußern. • wenn bei Ihnen/Ihrem Kind schon einmal eine allergische Reaktion auf eine frühere Impfung gegen Hepatitis A oder Hepatitis B aufgetreten ist. • wenn Sie/Ihr Kind eine schwere Infektion mit Fieber haben/hat.",medical
This can be discussed with your doctor.,Dies sollte mit Ihrem Arzt besprochen werden.,medical
Safety and efficacy in paediatric patients below the age of 18 years have not been established.,Die Verträglichkeit und Wirksamkeit bei Kindern und Jugendlich unter 18 Jahren sind nicht belegt.,medical
EMEA/ H/ C/ 267,EMEA/H/C/267,medical
Determine the dose of Caelyx to be administered (based upon the recommended dose and the patient’ s body surface area).,Bestimmen Sie die zu verabreichende Dosis von Caelyx (gemäß der empfohlenen Dosis und der Körperoberfläche des Patienten).,medical
10% imidacloprid & 2.5% moxidectin,"10% Imidacloprid Lösung zum und 2,5% Auftropfen Moxidectin",medical
Side effects reported very commonly,Sehr häufige Nebenwirkungen (bei mehr als 1 von 10 Behandelten) el,medical
Converting Enzyme) inhibitors (see section 6.1),Hemmer (ACE = Angiotensin Converting Enzyme) (siehe Abschnitt 6.1),medical
"The incidence of drug-related skin disorder, skin ulcer, pain and rash appeared to be greater in patients applying Panretin gel four times daily than in those applying it less frequently.","Bei Patienten, die Panretin Gel viermal täglich auftrugen, schien die Inzidenz von mit der Gabe des Arzneimittels assoziierten Hautstörungen, Hautgeschwüren, Schmerzen, und Ausschlägen größer zu sein als bei Patienten, die das Arzneimittel seltener auftrugen.",medical
69 MINIMUM PARTICULARS TO APPEAR ON SMALL IMMEDIATE PACKAGING UNITS Vial Label Solvent for ZYPADHERA,ANGABEN AUF DER DURCHSTECHFLASCHE LÖSUNGSMITTEL FÜR ZYPADHERA,medical
"213,892.23","213,892.23",medical
The Marketing Authorisation Holder provided the following information: • An updated Environmental Risk Assessment • The complete information submitted to the Reference Member State and the CMD(v) in respect to environmental risk assessment.,Der Inhaber der Genehmigung für das Inverkehrbringen legte die folgenden Informationen vor: • Eine aktualisierte Bewertung der Umweltrisiken •,medical
"One patient treated under a compassionate use program died from cerebral infarct due to leukocytosis, following treatment with chemotherapeutic medicinal products to lower WBC count.","Ein Patient, der im Rahmen eines Compassionate-Use-Programms behandelt wurde, starb nach Gabe von Chemotherapeutika zur Senkung der Leukozytenzahl an einem Zerebralinfarkt infolge der Leukozytose.",medical
Danmark Eisai AB Tlf: +46 (0) 8 501 01 600 (Sverige),Danmark Eisai AB Tlf: +46 (0) 8 501 01 600 (Sverige),medical
You can divide the total daily dose in two or three intakes.,Die tägliche Gesamtdosis kann in zwei oder drei Dosen eingenommen werden.,medical
p < 0.001,"- < 0,001",medical
"Like all medicines, Simulect can cause side effects, although not everybody gets them.","Wie alle Arzneimittel kann Simulect Nebenwirkungen haben, die aber nicht bei jedem auftreten müssen.",medical
17 EU/ 1/ 08/ 458/ 008 EU/ 1/ 08/ 458/ 009 EU/ 1/ 08/ 458/ 010 EU/ 1/ 08/ 458/ 011 EU/ 1/ 08/ 458/ 012 EU/ 1/ 08/ 458/ 013 EU/ 1/ 08/ 458/ 014,EU/1/08/458/001 EU/1/08/458/002 EU/1/08/458/003 EU/1/08/458/004 EU/1/08/458/005 EU/1/08/458/006 EU/1/08/458/007 EU/1/08/458/008 EU/1/08/458/009 EU/1/08/458/010 EU/1/08/458/011 EU/1/08/458/012 EU/1/08/458/013 EU/1/08/458/014,medical
Mild or moderate infusion-related reactions*; mild to moderate mucositis which may lead to epistaxis.,"Leichte oder mittelschwere infusionsbedingte Reaktionen*; leichte bis mittelschwere Mukositis, die zu Epistaxis führen kann.",medical
"In the atorvastatin group, LDL-C was reduced to a mean of 2.04 mmol/ L ± 0.8 (78.9 mg/ dl ± 30) from baseline 3.89 mmol/ l ± 0.7 (150 mg/ dl ± 28) and in the pravastatin group, LDL-C was reduced to a mean of 2.85 mmol/ l ± 0.7 (110 mg/ dl ± 26) from baseline 3.89 mmol/ l ± 0.7 (150 mg/ dl ± 26) (p < 0.0001).","In der Atorvastatin-Gruppe verringerte sich das LDL-C von einem Ausgangswert von 150 mg / dl ± 28 (3,89 mmol / l ± 0,7) auf durchschnittlich 78,9 mg / dl ± 30 (2,04 mmol / l ± 0,8), in der Pravastatin- Gruppe von 150 mg / dl ± 26 (3,89 mmol / l ± 0,7) auf 110 mg / dl ± 26 (2,85 mmol / l ± 0,7) (p < 0,0001).",medical
Intravenous infusion Ceftriaxone Tyrol Pharma and associated names (See Annex I) 1 g powder for solution for injection or infusion should be dissolved in one of the following calcium-free infusion solutions:,21 Intravenöse Infusion Ceftriaxon Tyrol Pharma /und zugehörige Namen (siehe Anhang I) / 1 g Pulver zur Herstellung einer Injektions- oder Infusionslösung ist in einer der folgenden calciumfreien Infusionslösungen zu lösen:,medical
Three studies comparing the outcomes of loratadine-exposed pregnancies to controls were identified.,"Es wurden drei Studien ermittelt, in denen der Ausgang von Loratadin-exponierten Schwangerschaften mit Kontrollen verglichen wurde.",medical
Due to the well known potential of abuse of fentanyl physicians should evaluate patients for a history of drug abuse (see section 4.4).,"Aufgrund des bekannten Missbrauchspotentials von Fentanyl, sollten die Ärzte die Patienten hinsichtlich eines Drogenmissbrauchs in der Anamnese beurteilen (siehe Abschnitt 4.4).",medical
122/ 849 (14.4),"49/161 (30,4) 137/870 (15,7)",medical
Special Populations Patients with renal impairment No dose adjustment is necessary for patients with mild or moderate renal impairment where creatinine clearance is equal or greater than 30 ml/ min.,Besondere Patientengruppen Patienten mit Niereninsuffizienz Bei Patienten mit leichter oder mäßiger Niereninsuffizienz (Kreatinin-Clearance ≥ 30 ml/min) ist keine Dosisanpassung erforderlich.,medical
The recommended dose of APTIVUS is 500 mg twice a day.,Die empfohlene Dosis von APTIVUS beträgt 500 mg zweimal täglich.,medical
Known hypersensitivity to paroxetine or any of the excipients.,Bekannte Überempfindlichkeit gegen Paroxetin oder gegen einen der sonstigen Bestandteile.,medical
Ambirix is available in packs of 1 and 10 with or without needles and in a pack size of 50 without needles.,Ambirix ist in Packungen zu 1 und 10 mit oder ohne Nadeln und in Packungen zu 50 ohne Nadeln erhältlich.,medical
19 out as the potential for local immunosuppression with the long-term use of pimecrolimus cream is unknown.,"20 Menschen kann nicht mit letzter Sicherheit ausgeschlossen werden, da das Potential einer lokalen Immunsuppression bei Langzeitanwendung von Pimecrolimus Creme nicht bekannt ist.",medical
"Following application of EVRA, norelgestromin and ethinyl estradiol levels in serum reach a plateau by approximately 48 hours.",48 Stunden.,medical
Insulin Human Winthrop Comb 15 100 IU/ml suspension for injection in a pre-filled pen Insulin human,Insulin Human Winthrop Comb 15 100 I.E./ml Injektionssuspension in einem Fertigpen Insulin human,medical
If you take more Procoralan than you should:,"Wenn Sie eine größere Menge von Procoralan eingenommen haben, als Sie sollten Eine große Menge an Procoralan könnte Sie atemlos oder müde machen, da sich Ihr Herzschlag zu sehr verlangsamt.",medical
Take special care with {PRODUCT NAME} 80 mg The following are reasons why {PRODUCT NAME} may not be suitable for you: − If you have kidney problems,"{HANDELSNAME} 80 mg darf nicht eingenommen werden,",medical
5.0 months) with cisplatin/ paclitaxel vs cisplatin/ tenoposide.,"Bezüglich der Mortalität (9,5 verglichen mit 9,9 Monaten) und der progressionsfreien Überlebenszeit (5,1 verglichen mit 5,0 Monaten) bestand kein Unterschied zwischen der Therapie mit Cisplatin/Paclitaxel und der Therapie mit Cisplatin/Teniposid.",medical
