en,es
No notes.,Ustedes entienden.
"Ma'am, you see, the blood that we found on Mr. Conway's clothes, it does not match up to that of your husband.","Señora, verá, la sangre que encontramos en la ropa del Sr. Conway no coincide con la de su marido."
A key aspect must be the implementation of the international human rights treaties and the Commission must discuss how best to promote their full implementation by exchanging experience and sharing good practices.,"Un aspecto crucial debe ser la aplicación de los tratados internacionales de derechos humanos, y la Comisión debe examinar la mejor forma de promover su plena aplicación mediante el intercambio de experiencias y mejores prácticas."
"Bearing in mind the use of non-controlled and easily substitutable chemicals in the illicit manufacture of synthetic drugs,","Teniendo en cuenta que en la fabricación ilícita de drogas sintéticas se utilizan sustancias químicas que no están sujetas a fiscalización y que pueden reemplazarse fácilmente,"
- Shorthouse.,- Shorthouse.
"Please, Lloyd, can`t we talk about this later?","Por favor, ¿no podemos hablar más tarde?"
Let’s bear in mind that parricide was punished with a lower sentence than first-degree murder in the Penal Code in effect between 1974 and 2008.,Recordemos que en el Código Penal que estuvo vigente desde 1974 hasta 2008 el parricidio se castigaba con menos penas que el homicidio doloso.
The color part of the flower becomes less bright amd looks more like a pencil drawing rather than a photo.,El sector de la flor que se encuentra coloreada será menos brillante y se parecerá más a un boceto a lápiz que a una fotografía.
"Those who book a package on behalf of others, are required to ensure that the person / persons to participate in the package tour comply with Norwegian Holiday’s rules, and that they are registered to participate in package tour without charge to themselves or others.",Las personas que hayan hecho la reserva de un paquete en nombre de otros se tienen que asegurar de que la persona o personas que participarán en el paquete turístico cumplan la normativa de Norwegian Holidays y de que estén inscritas para participar en el paquete turístico sin habérselo cargado a ellos mismos o a otros.
Father saw Laputa in the Dragon's Nest!,Mi Padre vió Laputa en el Nido del Dragón!
Next,Siguiente
It has juggled ceaselessly to keep everything in balance.,Se ha malabarismos sin cesar para mantener todo en equilibrio.
He sent this instead.,Me dijo que les trajera esto.
This says it was a beer jug.,Esto dice que era un jarro de cerveza.
"- Ladies, are we really that cynical?","- Chicas, en serio somos tan cinicas?"
I've seen them on you.,Estarás listo cuando las veas en todos.
"Nah, I hadn't really thought about it.","No, no pensé en ello."
Subprogramme 2 Information services,Subprograma 2 Servicios de información
"- I know, ma.",- Siento que tenga que trabajar tanto.
"Wheeler, take the bogies left and around.","Wheeler, los blindados, por la izquierda."
The Board of Auditors also raised this issue in its report on the accounts of the Fund for the biennium ended 31 December 2001.4,La Junta de Auditores también planteó esta cuestión en su informe sobre las cuentas de la Caja para el bienio terminado el 31 de diciembre de 2001.
- Just behave yourself.,- Comportate.
Like warn his potential victims.,Como avisar a sus víctimas potenciales. Lo estás haciendo bien.
- Will you marry me? - No. - Can I ask you a favour?,-¿Puedo pedirte un favor?
"As regards the distinction between the freedom of establishment and the free movement of services, according to the case law of the Court of Justice the key element is whether or not the operator is established in the Member State where it provides the service concerned.","En lo referente a la distinción entre la libertad de establecimiento y la libre circulación de servicios, el elemento clave, de acuerdo con la jurisprudencia del Tribunal de Justicia, es si el agente está o no establecido en el Estado miembro en que presta el servicio de que se trate."
"What can we do for you, sir?","¿En qué podemos ayudarle, señor?"
Sea-ice extent - Chapter 2.2.5.,Extensión del hielo marino . Capítulo 2.2.5.
"- What a talented father, Maja.","- ¡Qué padre talentoso tienes, Maja!"
"OJ L 125, 28.4.2004, p. 61 and OJ L 323, 26.10.2004, p. 17.","DO L 125 de 28.4.2004, p. 61. Posición Común modificada por la Posición Común 2004/730/PESC (DO L 323 de 26.10.2004, p. 17)."
Do you know also why he left me?,¿Sabe por qué me dejó?
We really didn't come over to throw our happiness in your face.,¿Te acuerdas de ese incidente... con material inflamable en el césped?
"Well, it's all in code on the computer. Let's see. He goes: ""Eh, that would be militairy grade plastic explosives"".","Él va al ordenador ver lo que es... verifica y me dice ""Parece ser un explosivo plástico de categoría militar""."
Greenwich Village and the West Village is a favorite location for people coming to New York. Demand for rooms to rent is especially high in Greenwich Village and the West Village due to the area universities and the limited inventory of rooms in the neighborhood.,La demanda de habitaciones en alquiler es especialmente alta en Greenwich Village y West Village debido al área de universidades y a la cantidad limitada de habitaciones en el vecindario.
And let her know it was MacLeod's decision.,Y hazle saber que fue decisión de MacLeod.
"Watson, Brother Mycroft.","Watson, mi hermano Mycroft."
Way over on the wet side,En el lado húmedo
provisional agenda and annotations*,Programa provisional del noveno período de sesiones de la Comisión.
"Mark's kinda right, you know.","Mark tiene algo de razón, ¿sabes?"
"Well, if he wasn't, I think you'd be the first to know.","Si no lo estuviera, serías el primero en saberlo."
I felt you stir... the moment you took your first breath.,"Senti que volviste, desde le momento que diste tu primer suspiro."
They were rewarded: the usually reluctant Jewish-owned American press published their letters and articles.,"Recibieron el merecido premio: la prensa norteamericana, cuyos dueños son judíos, publicó sus cartas y artículos en contraste con sus reticencias habituales."
"Yes, Nurse, what about him?","Sí, enfermera, ¿qué pasa con él?"
"In my opinion, it would offer no advantages but, instead, be confusing.","En mi opinión, ello no ofrecería ventajas sino que, al contrario, sería confuso."
"There's so much evil, so much...bad blood.","Hay tanta maldad, tanta... mala sangre."
Paint chips.,Patatas fritas.
Non-humanitarian aid or development programmes shall be suspended.,Los programas que no sean de ayuda humanitaria ni de desarrollo serán suspendidos.
It's because I feel like if I don't hold everything together--,Es porque siento que si no mantengo todo en orden ...
"You are wrong, father.","Ud. Esta equivocado, Padre."
"WE'LL BE GRINNIN', SPINNIN'","Estaremos riendo, dando vueltas."
"This is a winning solution for both Kern and Laurenti. As a result of this cooperation, Kern will be able to sell its products even more successfully throughout South America and to offer its customers technical support.","Esta aparcería representa una grande oportunidad para Kern y Laurenti. Como resultado de esta cooperación, Kern podrá ampliar su participación en el mercado brasilero y sudamericano, incluso ofreciendo mejor soporte técnico y comercial a sus clientes."
"In February 2007, the Codification Division launched a new website dedicated to Reports of International Arbitral Awards, following the completion of the digitization of all 25 volumes (www.un.org/law/riaa/).","En febrero de 2007, la División de Codificación inauguró un sitio web dedicado a los Informes de laudos arbitrales internacionales, tras haberse digitalizado todos los 25 volúmenes (www.un.org/law/riaa/)."
"If you mean an escape route, I ran into nothing but solid walls.",Nada más que muros de roca sólida.
"If I want to show my purse, I will not do it like that.","Si quiero enseñar mi bolso, no lo haré así."
"Bet you wish you gave me that key now. ♪ Men, men, manly men, men, men ♪ ♪ Ooh.",Apuesto a que desearías haberme dado llaves.
"There is something at work here, and it all began with the man killed in the car crash- - Bob Harvey.","Hay algo trabajando detrás de esto, y todo se inició con el hombre que murió en el accidente automovilístico-"
When a skunk needs killing... it ain't enough just to say a skunk's a skunk.,Cuando hay que matar a un canalla no basta con decir que un canalla es un canalla.
"- (PT) I would like to express my support for the new fisheries protocol concluded between the European Community and Mauritania for the period 1 August 2001 to 31 July 2006, which I deem of vital importance to the European Community, not only because of the fishing opportunities it offers and the sums involved, but mainly for socio-economic reasons, since it enables a large number of vessels operating in Moroccan waters to move to new fishing grounds.","Quisiera expresar mi acuerdo con el nuevo Protocolo de Pesca celebrado entre la Comunidad Europea y Mauritania para el período comprendido entre el 1 de agosto de 2001 y el 31 de julio de 2006, que considero de vital importancia para la Comunidad Europea, no sólo por las posibilidades de pesca que ofrece y por el importe financiero que entraña, sino también, y principalmente, por motivos de naturaleza socioeconómica, al permitir el traslado a nuevas pesquerías de un importante número de embarcaciones que faenaban en las aguas marroquíes."
